Datetime,Content,Username,DisplayName,Location,Lang,Content_en,polarity,subjectivity
2023-05-11 21:41:12+00:00,soyisraman es lo nuevo que quieren imponer ir a lo mas bajo y hacer una sociedad sin consciencia esa es la secretaria de salud como en eua que es un hombre que se viste de mujer y pasea en bikini por la playa ensenando su desbordada obesidad,torri1torri,marie torri,planeta tierra,es,Soyisraman is how new they want to impose going to the lowest and doing a society without aware,0.19318181818181818,0.3522727272727273
2023-06-16 01:18:06+00:00,amequeretaro podriamos tener una version de este video a las 730 am ahi por el imss o algunas de las paradas de zaragoza mas concurridas,senallagam,el magallanes,qro,es,Amequeretaro we could have a version of this video to the AMHI for the IMSS or some of the most busy Zaragoza stops,0.3,0.4
2023-06-09 17:22:49+00:00,"angelbluetw claudiashein imssbienestar juanferrer62 zoerobledo hoy he vuelto al imss a mi cita con medicina interna suspendida el 2020 y  2021 por pandemia 
2022 los medicos cubanos asignados no recetan tratamientos
2023 cancelada por falta de medico internista no alcanzo el presupuesto para contratarlos
lopez
la salud no es politica",rvazquezn,rogelio vazquez n,unknow,es,Angelbluetw Claudiashein IMSSBienestar Zoerobledo Today I return to the IMSS to my appointment with internal medicine suspended and by pandemia the assigned Cuban doctors do not recipe treatments canceled due to lack of internist doctor do not reach the budget to hire them Lopez the health is not political,-0.041666666666666664,0.15833333333333333
2023-05-15 04:27:14+00:00,tuimss un familiar muy cercano a mi tambien se encuentra hospitalizado desde hace una semana y no le han hecho los estudios correspondientes zoerobledo lopezobrador  deberian de ver las condiciones que tienen a los de urgencias 65 personas en un cuarto sin camas ni sillas,barvy9,vann barrientos,unknow,es,Tuimsss A relative very close to me has also been hospitalized for a week and they have not done the corresponding studies Zoerobledo Lopezobrador should see the conditions they have to the emergency people people in a room without beds or chairs,0.1,0.15
2023-05-04 14:51:17+00:00,alfredo100402 cosas que pasan en el imss,babydaalen,alejandra ,unknow,es,Things that happen in the IMSS,0.0,0.0
2023-01-27 00:52:19+00:00,"enterate  la secretaria de salud jalisco intensifico las jornadas de vacunacion contra covid19 para ninas y ninos de 5 a 11 anos que no han aplicado la segunda dosis
httpstcoecfapldedl",eloccidental,el occidental,"guadalajara, jalisco",es,You found the Sectional Secretary of Health intensifies the vaccination days against children and children of years that have not applied the second dose HTTPSTCOECFAPLDEDL,0.0,0.0
2023-05-17 15:32:42+00:00," investiga secretaria de salud presuntos casos de meningitis en tamaulipas 

por instrucciones del gobernador del estado americo villarreal anaya la secretaria de salud de tamaulipas a traves de la comision estatal contra riesgos sanitarios de tamaulipas inicio los protocolos de salud y suspendio las actividades en dos clinicas de matamoros dedicadas a realizar procedimientos esteticos las cuales estan sujetas a investigacion por presuntas irregularidades que han puesto en riesgo la salud de los pacientes

vicente joel hernandez navarro secretario de salud en tamaulipas dijo que el comisionado de la coepris en la entidad alberto moctezuma castillo esta al frente de las investigaciones relacionadas a los presuntos casos de meningitis presuntamente registrados en dos clinicas de matamoros de los que se tiene conocimiento a raiz de una denuncia que se hizo por parte de las autoridades de estados unidos y donde segun los registros medicos se realizo algun tipo de procedimiento quirurgico

por indicaciones del gobernador americo villarreal anaya desde el sabado 13 de mayo se activaron los protocolos de salud y se investiga la parte tecnica y medica ademas de la busqueda intencionada de 168 pacientes que se realizaron algun tipo de procedimiento en estas clinicas para actuar en consecuencia dijo

de acuerdo a la informacion que se tiene y en base a la coordinacion que existe con las autoridades de estados unidos se pudo establecer que el departamento estatal de servicios de salud dshs de texas emitio una alerta por casos de meningitis fungica entre residentes de texas despues de haberse sometido a distintas cirugias en la ciudad fronteriza de matamoros

las autoridades de salud de texas senalan en un comunicado de prensa que en una investigacion de salud publica se puso al descubierto al menos cinco personas afectadas por lo que hicieron un llamado a los pacientes que se atendieron o se realizaron cualquier procedimiento quirurgico en algunas clinicas de matamoros que lleve consigo la utilizacion de algun un anestesico para que se mantengan alerta y bajo vigilancia medica

los cinco pacientes viajaron de texas a matamoros para someterse a intervenciones quirurgicas que requerian el uso de una epidural un anestesico que se inyecta en la zona que rodea a la medula espinal las autoridades de salud de estados unidos y mexico estan investigando el origen de las infecciones si los casos estan relacionados y si hay mas casos

los sintomas de la meningitis son principalmente fiebre dolor de cabeza rigidez de cuello nauseas vomitos confusion y sensibilidad a la luz a causa de la inflamacion de las membranas que recubren el cerebro y la medula espinal

 salud tampico dravillarreal altamira armando4t cdmadero adrianoseguerak epidemiologia  alertasanitaria tamaulipassalud  ssaludmx",redtampico,red tampico,"tampico, tamaulipas",es,"Investigates Secretary of Health Alleged cases of Meningitis in Tamaulipas by instructions of the Governor of the State of America Villarreal Anya the Secretary of Health of Tamaulipas through the State Commission against Health Risks of Tamaulipas starts the health protocols and suspended the activities in two clinics of Matamos Dedicated to static procedures which are subject to research for alleged irregularities that have put the health of patients vicente Joel Hernández grabro secretary of health in Tamaulipas said that the commissioner of purchases in the entity Alberto Moctezuma Castillo is in front of The investigations related to the alleged cases of meningitis allegedly registered in two killing clinics of which there is knowledge of a complaint of a complaint that was made by the United States authorities and where according to the medical records some type of procedure was carried out Surgical by indications of Governor America Villarreal Any according to the information that is available and based on the coordination that exists with the United States authorities, it could Submitted to different surgery in the border city of Mata, the Texas Health authorities indicate in a press release that at a public health investigation was exposed at least five people affected by what they called on the patients who were treated or any surgical procedure was performed in some killing clinics that carry with it the use of some an anesthetic to remain alert and under medical surveillance The five patients traveled from Texas to kill to undergo surgical interventions that required the use of an epidural anesthetic that is injected into the area that surrounds the spinal cord of the United States and Mexico health authorities are investigating the origin of the infections if the cases are related and if there are more cases the symprew meningitis are mainly fever headache fever Nauseous neck stiffness vomiting confusion and light sensitivity because of the inflammation of the membranes that resort the brain and the health medulla",0.02631578947368421,0.30701754385964913
2023-06-17 18:08:36+00:00,laracroftback a una tia abuela se rompio la cadera estuvo en el imss de ciudad obregon dos dias en urgencias cuatro dias mas en un cuarto y ni para cuando la operaran solo dos veces le dieron alguna analgesico hoy la sacaron para llevarla a una clinica particular,saritazavala4,sarita,unknow,es,Laracroftback A grandmother broke her hip was in the IMS of Ciudad Oregon two days in urgencies four more days in a room and or when they operated only twice they gave her some analgesic today they took it out to take her to a particular clinic,0.2222222222222222,0.611111111111111
2023-06-25 23:48:25+00:00,leonserpiente mariodico50 tuimss zoerobledo eso tiene prohibido decirlo don cuasimodo mariodico50,angutierrez70,pollgutierrez,unknow,es,leonserpent tuimsss zoerobledo that is forbidden to say it quasimodo,0.0,0.0
2023-05-03 03:08:10+00:00,axl400 como todo lo de lopitozcondenado al mas rotundo fracaso su imss bienestar,visoor56,victor solis,unknow,es,Like everything from Lopitozcenado to the most resounding failure of your welfare ims,0.09166666666666665,0.4
2023-05-27 14:18:41+00:00,hrosales57 tuimss muchas gracias fer,tennisalwaysgo,mariana ,boulevard de los suenos rotos,es,Tuimsss thank you very much Fer,0.26,0.26
2023-06-26 19:12:07+00:00,tuimss la atencion medica que ofrecen tambien deberia de ser de calidad y no argumentar los doctores que no te pueden atender por que no es una urgencia medica en la clinica 5 de el salto y ellos sin hacer nada solo platicando la recepcionista y el supuesto doctor lopezobrador,alecesfamrob,alejandra robles,unknow,es,Tuimss The medical attention they offer should also be of quality and not argue the doctors who cannot attend you because it is not a medical urgency in the El Salto clinic and they without doing anything just talking about the receptionist and the alleged Dr. Lopezobrador,-0.03333333333333333,0.03333333333333333
2023-06-19 18:44:40+00:00,thorazual tuimss claudiashein a nivel nacional subio 687 la pandemia fue solo en cdmx,econokafka,sergio negrete cardenas,canaltelegram: t.me/econokafka,es,Thorazual Timsss Claudiashein at the national level raised the pandemic was only in how,0.0,1.0
2023-06-26 06:20:42+00:00,mariodico50 tuimss no es cierto el mesias dijo que ya llego dinamarca al pais como la vez,pedroestrada57,pedro campos,unknow,es,Tuimss is not true the messiah said that Denmark has already arrived in the country as the time,-0.175,0.65
2023-01-30 14:24:28+00:00,jandreslg alcaldiademed quinterocalle le queda muy bien  y bien le queda a los medellinenses el cuidado que les brinda la alcaldia de medellin a traves de la secretaria de salud con  estos valiosos programas  mmcs,anaeaguirreu,ana eslendy aguirre upegui,unknow,es,Jandreslg Maydiademed QuinteroCalle looks great and well left Medellinenses the care provided by the Mayor of Medallón through the Secretary of Health with these valuable MMS programs,0.4,0.375
2023-05-15 02:12:57+00:00,mreldiablo8 tuimss y los que estamos formados para atencion de estudios en cardiologia bien gracias 4 meses y nada echale cabron,abogadoforever,lic. alvarado,unknow,es,tuness and those who are trained for care care in cardiology well thanks months and nothing spoils,0.2,0.2
2023-06-05 13:12:25+00:00,"a pesar de que imss trabaja en numeros rojos por el pago de pensiones y su nomina el gobierno federal lo sobrecargo con obligaciones del recien creado imssbienestar eluniversalmx 

httpstcobbhzhtcbkq",acastillodc,alonso castillo cuevas,unknow,es,Although IMSS works in Red Numbers for the payment of pensions and its payroll the federal government I overload it with obligations of the newly created imsbienestar eluniversalmx httpstcobhzhtcbkq,0.06818181818181818,0.22727272727272727
2023-04-30 14:54:46+00:00,edysmol edy podrias explicar lo que esta pasando a insabi y por que sera sustituido por el imss bienestar por que se tomo esa decision,berenicebbbb,berenice nava,mexico ,es,Edysmol Ey could explain what is happening to insane and because it will be replaced by the IMSS welfare because that decision was taken,-1.0,1.0
2023-06-21 22:24:54+00:00,"destacan acciones del imss sonora en xll sesion ordinaria del honorable consejo consultivo del ooad
httpstco5awfnwefd5
imsssonora tuimss martinzalazar16 chapozker jaimeramirezm httpstcosdkzmreblf",rafarenteria11,rafael renteria,"hermosillo, sonora",es,IMSS Sonora Highlights in the Ordinary Session of the Honorable Advisory Council of the IMSSSONORA TUNIMSS CHAPOZKER JAIMERAMIREZM HTTPSTCOSDKZMREBLF,-0.25,0.5
2023-06-01 22:49:18+00:00,"saludmental 

 nos reunimos con la secretaria de salud mental y adicciones tamara franco martel quien junto a su equipo nos brindaron respuestas al pedido de acceso a la informacion que realizamos semanas atras httpstcoi4vlrng8pg",jrcatamarca_,juventud radical catamarca,"catamarca, argentina",es,"Health we met with the Secretary of Mental Health and Addictions Tamara Franco Tuesday who, together with their team, gave us answers to the request for access to the information we made weeks ago",-0.1,0.2
2023-05-26 01:09:32+00:00,el foro oaxacaimpulsa no seria posible sin el trabajo colaborativo de grandes aliados como ulsaoaxaca que impartira la charla impulsa tus ventas el arte de vender y vender y de imssoaxaca  quien dara la platica distintivos de responsabilidad social empresarial httpstcocdmlszh3lr,deseconomicooax,secretaria de desarrollo economico oaxaca,oaxaca de juarez,es,The Oaxacaimpulsa forum would not be possible without the collaborative work of great allies such as Ulsaoaxac,0.26666666666666666,0.75
2023-01-24 02:53:15+00:00,tuxtla gutierrez chiapas 23 de enero de 2023 la secretaria de salud de chiapas confirmo en las ultimas horas la identificacion de 23  httpstcotgygf8fnq7,encontactochis,chiapas en contacto,unknow,es,GUTIERREZ GUARDILE JANUARY OF THE SECRETARY OF HEALTH OF SPARK,0.0,0.0
2023-05-31 21:55:22+00:00,marcelasaebl es un carl zeiss de 1995 con el clima humedo de veracruz se han oxidado partes y aunque yo compro los objetivos y oculares no he podido evitar que tenga hongos el hospital de issste donde trabajo no ha hecho lo suficientemente para cambiarlo los nuevos van al laboratorio,gcavanaghhh,gc,unknow,es,Marcelasaebl is a Carl Zeiss with the humid climate of Veracruz they have oxidized parts and although I buy the objectives and ocular I have not been able to prevent the ISSSTE hospital from having fungi where I work has not done sufficiently to change the new ones go to the laboratory,0.3181818181818182,0.5397727272727273
2023-05-21 17:51:12+00:00,tuimss oye imss para cuando dorzolamida con timolol hace tiempo que no la surten total el glaucoma es paciente y les espera no me mandes mensaje mejor surtan los medicamentos,laloleonb1,eduardo leon,unknow,es,Tuimsss hears IMSS for when Dorzolamide with helmsman has not long since supplied the glaucoma is patient and awaits them do not send me a better message the medications arise,0.2625,0.45
2023-05-12 00:57:07+00:00,al cierre de abril el salario base de cotizacion promedio de los puestos de trabajo registrados en el imss alcanzo los 5272 pesos este salario representa un incremento anual nominal de 112 el mas alto registrado los ultimos veintidos anos considerando solo abriles imss,serazu1219,sergio ramirez zuniga,unknow,es,At the end of April the average contribution base salary of the jobs recorded in the IMSS reaches the weights this salary represents a nominal annual increase of the highest registered the last twenty -two years considering only open IMSS,-0.19,0.5933333333333334
2023-05-13 12:50:33+00:00,"gobiernomx imssbienestar lopezobrador no puedes federalizar el imss
ignorante es una institucion tripartita
o sea empresas trabajadores y gobierno
afortunadamente scjn es un poder independiente para defender a mexico de tus ocurrencias tontas
eres un hombre con serios problemas mentales cobardematoncito",i6nenalivoyw8tq,veronica,unknow,es,IMSSBienestar Lopezobrador You cannot generalize the IMSS ignorant is a tripartite institution or working companies and government fortunately Scan is an independent power to defend Mexico from your silly occurrences you are a man with serious mental problems CobardeMatoncito,-0.10666666666666666,0.5133333333333334
2023-05-28 14:09:59+00:00,mar del plata integrantes de la secretaria de salud de bolivar participaron del congreso de salud provincial httpstco6byqptrpvg,bonaerenseinfo,info_bonaerense,unknow,es,Mar del Plata Members of Olivar's Secretary of Health participated in the Provincial Health Congress,0.0,0.0
2023-06-14 15:27:46+00:00,"en el taller integral de eficienciaenergetica que realiza el tuimss en la region sur se imparte el curso sobre el sistema informatico de flotas vehiculares de la apf y las partes que conforman un diagnostico energetico integral 

conueemx viritransport2 httpstco2jzvyortqw",ctransp,comunidad transporte,alvaro obregon,es,"In the integral work efficiency workshop that the Timss performs in the southern region, the course on the APP vehicular fleet computer system and the parts that make up an integral energy diagnosis ConueMX",0.0,0.0
2023-06-21 19:06:46+00:00,notichilango tuimss zoerobledo rosaicela hay que recordar ademas que el servicio o los servicios del imss no son gratis he una parte la pagamos los derechohabientes y la otra el patron osea las empresas privadas que tienen a sus colaboradores afiliados a este instituto ,vinceremendoza,vincere,"michoacan de ocampo, mexico",es,NEWS TUIMSS ZOEROBLEDO ROSAICELA It must also be remembered that the service or services of the IMS are not free I have one part paid the right holders and the other the pattern will be the private companies that have their collaborators affiliated with this institute,-0.009821428571428578,0.5214285714285715
2023-06-02 05:31:10+00:00,"ssa transferira recursos y personal del insabi al imssbienestar
en acuerdo publicado en dof se establece que se respetaran los derechos laborales de los trabajadores conforme a la normatividad aplicable httpstco4s3x4wv92q",joemihail,#badhombre #boycotfemsa #boycotkimberly#boycotcoca,"hou, mex, elsewhere, everywher",es,This transfer resources and personnel to the IMSSbienestar in agreement published in two It is established that the labor rights of the workers will be respected in accordance with the applicable regulations,0.0,0.0
2023-05-16 14:15:14+00:00,del 09 al 15 de mayo la secretaria de salud de zacatecas ssz reporto a 67 personas que superaron la covid19 29 casos positivos y ningun deceso relacionado con el coronavirus los recuperados son mujeres y hombres d  httpstcoba0aup7zra,fllo99000,fllo,"fresnillo, zacatecas.",es,From May the Secretary of Health of Zacatecas SSH reported to people who exceeded positive cases and no death related to the coronavirus those recovered are women and men D,0.11363636363636363,0.4727272727272727
2023-06-16 06:39:41+00:00,issstemx hace un mes me hicieron la solicitud para una especialidad donde puedo marcar para que me digan si ya esta o no  y no este dando vueltas mi clinica aparte de que evito las caras del senor de la ventanilla por que hasta se enoja alamoplateado naucalpan httpstco066shsoifj,joe__velazquez,joe velazquez (kumo),"san jose de los leones, naucal",es,Issstemx a month ago they made the application for a specialty where I can mark to tell me if it is already and not and not circling my clinic apart from that I avoid the faces of the Lord of the window because even the naucalpan alamoplated is angry,-0.5,1.0
2023-06-23 12:24:35+00:00,"admite el imss fallas electricas en sus clinicas  via elnorte
 httpstcolqmbirf41h",fgarciag,fgarciag,unknow,es,admits the IMSS Electric Failures in its clinics via norte,0.0,0.0
2023-06-20 20:09:13+00:00,indiravizcaino lopezobrador zoerobledo invito a los gobernadores a acudir a recibir una  consulta en el famoso imss para que se desenganen y se den cuenta de la pesima atencion y el total abandono en que se encuentra el imss,ofeliago4,tikitaka,"nezahualcoyotl, mexico",es,INDIRAVIZCAINO LOPEZOBRADOR ZOEROBLEDO I invite governors to go to receive a consultation in the famous IMSS to be drew and real,0.35,0.65
2023-05-10 03:20:32+00:00,plan de salud imss bienestar contrata a los primeros 50 medicos especialistas jubilados httpstcovy3xqthlo3,vozmorena,voz morena,mexico d.f.,es,IMSS Welfare Health Plan hires the first retired specialists,0.25,0.3333333333333333
2023-02-14 00:49:14+00:00,"secretaria de salud dispuesta a ser auditada para saber si hubo o no irregularidades veracruz 
httpstcouq2lomotx4 httpstco0ccepxjqtl",forocoatza,foro coatza,coatzacoalcos,es,Secretary of Health willing to be audited to know whether or not there was irregularities Veracruz,0.25,0.75
2023-03-30 02:01:45+00:00,fortalece la secretaria de salud acciones contra el dengue la opinion de tamaulipas  httpstcooma7nnjjue httpstcoqviwfemb35,arano2015,jorge arano,unknow,es,Strengthens the Secretary of Health Actions against Dengue The opinion of Tamaulipas,0.0,0.0
2023-06-20 20:29:54+00:00,julyfetish anotado dame cita aunque sea como el imss ,capimerli505,capi,guadalajara,es,JULYFETISH ANNOTED GIVE ME Even if it's the IMSS,0.0,0.0
2023-06-10 06:30:58+00:00,xochitlgalvez jesusrcuevas fraude millonario del issstemx el equipo legal de drpedrozenteno hace practicas dilatorias para no pagar sentencia firme emitida desde 2021 buscamos una voz con poder que nos ayude a hacer justicia actualmente hay resolucion de scjn y aun asi se niegan a cumplir,azulisimo1973,hector garcia,duranyork,es,Xochitlgalvez Jesusrcuevas Millionaire fraud of the ISSStemx The legal team of Dlots,0.2,0.2
2023-04-27 04:41:36+00:00,sergiohn hay una percepcion que el imss va colapsar en cuanto a la atencion al derechohabiente y medicamentos,jluisarriaga,luis arriaga,"monterrey, mexico",es,Sergio there is a perception that the IMSS will collapse in terms of attention to the beneficiary and medicines,0.0,0.0
2023-05-06 18:46:04+00:00,garantiza imss vacunacion a menores con cancer en puebla httpstcopmkd8zcjnh via municipiospue,angelherreramtz,angel herrera,unknow,es,guarantees IMSS Vaccination for minors with cancer in Puebla Via municipalities,0.0,0.0
2023-05-03 17:06:57+00:00,jhaniasue marthadebayle no encontre la vacuna vs varicela no estaba escrita en la cartilla por lo tanto cuando la pediatra me comento que la secretaria de salud no la estaba administrandodebia aplicarse en el sector medico privado mi hija se contagio antes de vacunarla paso mal la enfermedad,fangelvr,angelica,unknow,es,"Jhaniasue Marthadebayle did not find the vs chickenpox vaccine was not written in the card, therefore, when the pediatrician told me that the Secretary of Health was not administered to apply in the private medical sector my daughter is infected before accusing her.",0.0,0.1875
2023-05-28 01:25:21+00:00,issstemx usuariosissste que pasa en el hospital de tlahuac no hay atencion,pame40708452855,pame,unknow,es,ISSSTEMX Userssste that happens at the Tlahuac Hospital there is no attention,0.0,0.0
2023-06-02 23:09:47+00:00,urgente tuimss,codebadri,adriana jimenez,mexico,es,URGENT TUIMSS,0.0,0.0
2023-05-16 02:53:47+00:00,"abeldelgadoram chicharoo lajornadaonline lopezobrador tuimss accionnacional claudioxgg nedemocracy usaid scjn aca estan los chef privados de amlo

tiene muchos y cada que va de visita a pun pueblo los va saludando httpstcobtttlvrekx",pablofase2,juan pablo guerrero,"guadalajara, jalisco",es,ABELDELGERAMERAM CHICHAROS LAJORADAONLE LOPEZOBRADOR TUIMSS ACTIONNATIONAL CLAUDIOXGG NEDEMOCRACY SAID SAID SCAN,0.0,0.0
2023-06-12 15:28:27+00:00, honduras  mientras el secretario de salubridad era parte del comite que acompanaba a la presidenta castro en su primera visita fuera del continente americano las instalaciones de la secretaria de salud en la capital eran tomadas por libre httpstcoxd9thzaaf4,coyunturanic,coyuntura,"nicaragua, centroamerica",es,Honduras while the Secretary of Health was part of the committee that accompanied President Castro on her first visit outside the American continent The facilities of the Secretary of Health in the capital were taken by free,0.1625,0.29583333333333334
2023-01-25 14:17:48+00:00,"la secretaria de salud informo que hay 2 mil 512 casos sospechosos de mpox en mexico

httpstcod8otyqllns",elimparcialcom,el imparcial,"hermosillo, sonora",es,The Secretary of Health informed that there are a thousand suspicious cases of by Mexico,0.0,0.0
2023-06-07 03:15:23+00:00,rosaicela gobiernomx issstemx lopezobrador drpedrozenteno sfpmx arturomedinap muy bien un mejor issstemx para tods,erikherdzglez,yaguar,yungle,es,ROSAICELA ISSSTEMX GOVERN,0.0,0.0
2023-06-01 20:00:05+00:00,pichypichardo imssdigital tuimss tengo el mismo inconveniente necesito sacar cita para recoger medicamento no tengo tiempo de irme a formar el dia entero resuelvan por favor,esteban91880105,esteban david,unknow,es,"Pichypichardo Imsdigital Tuimsss I have the same inconvenience I need to get an appointment to collect medication I have no time to go for the whole day, please solve",0.1,0.2625
2023-05-24 23:02:52+00:00,loultimo la secretaria de salud del edomex informo que el saldo de la explosion en polotitlan es de siete lesionados y no se reportan personas fallecidas httpstcofv39hzxlut,sinreservas620,panorama sin reservas 620 am,"villahermosa, tabasco, mexico",es,Last the Dome Secretary of Health informed that the balance of the explosion in Polotitlan is seven injured and no people are reported,0.0,0.06666666666666667
2023-05-11 23:25:16+00:00,tuimss imsscolima me urge darme de baja ya que me encuentro embarazada y en el centro de salud me piden mi baja del imss,morenar75178825,morena reyes,unknow,es,Tuimsss ImsColim,0.0,0.0
2023-06-09 18:09:57+00:00,claudiashein gobcdmx para que entiendan que es politiqueria porque no los basifico les dio digito sindical solo lo utiliza como plan electorero las personas de nomina porque no son de base no tienen derecho a un prestamo del isssteosea que no cerro la brecha hay trabajandores 1a 2a 3a y honorari,rulocici30,raul cisneros,unknow,es,Claudiashein Gobcdmx so that they understand that it is politicians because they did not give them union digit only use it as voters for payroll people because they are not based they are not entitled to a loan of the ISSSTEOSEA that does not close the gap there are workers and honorary,0.0,1.0
2023-06-20 17:00:00+00:00," lopezobrador  y gobernadores de 6 estados suscriben convenio de transferencia de recursos al imss bienestar

que te parece 

nota completa aqui  httpstcox5ewpymmri httpstcoztfafydta7",proyectonacion_,proyecto de nacion,unknow,es,LOPEZOBRADOR AND GOVERNORS OF STATES SUBSCRIBE AGREEMENT OF TRANSFER OF RESOURCES TO THE IMSS WELFAR,0.0,0.0
2023-05-15 20:38:19+00:00," 15 de mayo dia internacional de la esclerosis tuberosa 2023

 fuentes

 infografia de saber imss

 httpstcoe0wpy4qbai

esclerosistuberosa httpstcor1ek7sb1ls",enthaltda,entha ltda,"barranquilla, colombia",es,May International Day of Sclerosis Sources Infographics of Knowledge IMSS Sclerosistuberosa,0.0,0.0
2023-06-15 12:26:40+00:00,ricardobsalinas tuimss pu anc ratero linas pliego robando a mas no poder a la gente deben de dejarle de compar en sus tiendas que se vaya a la mier este  lacra  aver si deberas no se doblega pero sigan haciendo sus paguitos para chingar poquito,zorrode73814116,zorrodeldesierto198023@gmail.com,unknow,es,RICARDOBSALINAS TUIMSS PU AND VATERO MINAS Pliego stealing but not being able to stop buying in their stores that go to the shit this scourge see if you should do not do,0.15,0.7125
2023-06-13 21:30:00+00:00,"si eres trabajador independiente o no cuentas con el servicio de aseguramiento imss nosotros podemos apoyarte a recibir estos beneficios atencion medica sin restricciones pension infonavit incapacidades y afore
contactanos 5578102331 httpstco35dcyojdly httpstcoo8bua0ewhc",nahumsolis18,grupo ius,"ecatepec de morelos, mexico",es,If you are an independent worker or do not have the IMSS advice service we can support you to receive these benefits medical attention without restrictions pension infonavit disabilities and worship contact us,0.0,0.0625
2023-04-27 03:01:53+00:00,"si no pudieron con los pacientes adscritos al insabi ustedes creen que podran con toda la poblacion en el imss bienestar 

amloelfracasopresidencial",azalia_lorenzo,yo tambien...,unknow,es,"If you could not with the patients written to the insane, you believe that you can with the whole population in the IMSS well -being amloelfracasrecial",-0.4,0.7
2023-03-02 15:34:47+00:00,ahora en vivo por vencedores y vencidos la secretaria de salud viviana bernabei mi relacion con la comision de salud es siempre la misma he contestado cada uno de los informes que me han pedido,vencedoresweb,vencedoresyvencidos,"mar del plata, argentina",es,Now live and defeated the Secretary of Health Vivian Bernabei My relationship with the Health Commission is always the same I have answered each of the reports that have asked me,0.06818181818181818,0.3125
2023-06-05 04:34:37+00:00,"sophielbane cuando nacio el shonen en el imss me metieron en la cabeza que a huevo era a cada dos o tres horas

fue una etapa de mucho sufrimiento hasta que comence con la libre demanda y santo remedio esa senora es una estupida irresponsable",_lopezanat,nat,en algun lugar del norte.,es,Sophielbane When they were born in the IMSS they put me in my head that Egg was every two or three hours it was a stage of great suffering until it starts with free demand and holy remedy that lady is an irresponsible stupid,0.13333333333333341,0.85
2023-05-27 14:45:00+00:00,georgechale ameenfmx imssbienestar tuimss nursingnow2020 icnurses adelamicha lopezdoriga aristeguionline unonoticias mal pagar el trabajo de enfermeras tiene consecuencias no solo para ellas sino tambien para los ciudadanos q somos quienes sufriremos la consecuencias de la escasez de enfermeras q tenemos y q seguira aumentado  sin bien los cuidados peligran healthcareadvogacy,hildegartglez,hildegart gonzalez luis (prof.& researcher),comunidad foral de navarra,es,Georgechale ameenfmx imsbienestar tuimss icnurses advance lopez aristeguionline unoonoticias bad to pay the work of nurses has consequences not only for them but also for citizens who we are the ones who will suffer the consequences of the shortage of nurses that we have and that will continue to increase without good care Healthcareadvogacy,3.700743415417188e-17,0.7555555555555555
2023-05-02 19:00:50+00:00,"creditos descuento via nomina

trabajador

sep
conagua 
snte51 
snte23 
imss 
sectorsalud puebla

informacion
damaris rosales 
cel 2271345673

el asesor no maneja efectivo
no se cobra por tramite
avalados por sofom httpstcopu2ps554w7",damarisros1531,damaris rosales,unknow,es,discount credits Via payrol,0.0,0.0
2023-06-15 18:31:46+00:00,ricardobsalinas tuimss tio richie ricardobsalinas prestame una lanita en abonos semanales,alejand15030848,alejandro diaz,unknow,es,RICARDOBSALINAS TUIMSS TIO RICHIE RICARDOBSALINAS lend a hand in weekly fertilizers,0.0,0.0
2023-04-28 18:16:47+00:00,imssbienestar la catastrofe que se avecina httpstcokllietwssm,csalazarcastro,carlossalazarcastro,"jalisco, mexico",es,IMSSBienestar the catastrophe that is coming httpstcokllietwssm,0.0,0.0
2023-04-28 05:39:39+00:00,"ya en serio
tiene razon sergio sarmiento cuando escribe el imss no es propiedad del gobierno sino un instituto autonomo fondeado principalmente por aportaciones de los patrones y los trabajadores juntarlo con el imssbienestar puede terminar por hundirlo",hriosnavarrete,hrios navarrete,df,es,Sergento Sergento is serious when he writes the IMSS is not the property of the government but an autonomous institute probes mainly by contributions of the employers and the workers together with the IMSSbienestar can end up sinking it,0.07777777777777779,0.5666666666666667
2023-06-13 18:23:17+00:00,jorgegarralda aqcazteca aztecanoticias tuimss  tambien se subio queja por este medio pero el seguimiento y la atencion fueron nulos  por favor ayudenos a escalar con quien nos pueda resolver  en l umcf 68 le niegan el servicio u cada vez dicen cosas distintas,zerodkn,*$*%&%,unknow,es,JORGEGARRALDA AQCAZTECA AZTECANOTICIAS TIMSS also submitted to this means but the monitoring and attention were void please help us to climb with whom he can solve in the um they deny him the service or every time they say different things,0.0,0.6
2023-05-26 03:17:33+00:00,nefasto sexenio enfermeros en queretaro realizan marcha contra el nuevo modelo imssbienestar  diario de queretaro  noticias locales policiacas de mexico queretaro y el mundo httpstcootkgdjedxq,expectanteee,expect,"villa del carbon, mexico",es,Nursing nurses in Queretaro march against the new IMSSBienestar Model Diary of Queretaro Police News from Mexico Queretaro and the world httpstcootkgdjedxqq,0.13636363636363635,0.45454545454545453
2023-06-25 09:55:10+00:00,tuimss zoerobledo lopezobrador gobiernomx esto se pudo haber evitado si los medicos y la subdirectora medica hubieran actuado a tiempo ocasionando que mi papa fuera intubado y sufriendo un paro respiratorio,ivntorr26,ivan torres,unknow,es,TUIMSS ZOEROBLEDO LOPEZOBRADOR GOVERNMENT This could have been avoided if the doctors and the medical deputy director had acted on time causing my dad to be intubated and suffering a respiratory arrest,-0.025,0.0
2023-06-23 19:01:31+00:00,"medicos jubilados desairan al imssbienestar

httpstcodn1qr6yftb",losadictivos,adictivo radio,"torreon, coahuila de zaragoza",es,Retired Doctors Break the IMSSBienestar,0.0,0.0
